MasterCard|5462128796314234
MasterCard|5593049161582514
MasterCard|5102548036353500
Visa|4556154466111
Visa|4916136858597
American Express|342249930769757
Visa|4556048688748
Visa|4929916566595
Visa|4556893861663
Visa|4539576875291
American Express|349264098536016
American Express|377695186685840
MasterCard|5544169854823502
MasterCard|5181204931000473
MasterCard|5495230495358503
Visa|4539205845038
Visa|4532580417358
American Express|347053504381816
MasterCard|5324829654965979
American Express|375495252779367
MasterCard|5100323064376407
American Express|376894462969660
American Express|371708891669482
American Express|370037620430185
American Express|379544475675203
Visa|4556805014518
MasterCard|5349884639462346
Visa|4485188841760
MasterCard|5328041666213929
American Express|348706926947303
Visa|4458539601811
Visa|4539959925705
American Express|341076924592759
Visa|4916282626103
Visa|4916514799041
American Express|345331373180390
American Express|340198459668472
MasterCard|5419189618091321
MasterCard|5106136944221625
American Express|375265733317511
Visa|4916914969715
American Express|346720867910206
MasterCard|5580691424191032
American Express|349430038280839
Visa|4485371606863
American Express|374709351083476
MasterCard|5505164984242431
American Express|372226204066642
American Express|349106317298755
Visa|4024007194950
Visa|4556590226970
American Express|376125297541402
MasterCard|5585924857501244
American Express|378651799845106
American Express|345850320161468
MasterCard|5564657465775512
MasterCard|5322274570748773
MasterCard|5304362890263060
Visa|4532425920236
MasterCard|5291407752956262
MasterCard|5197034729382623
Visa|4485426614946
Visa|4485680780490
MasterCard|5158060736168439
Visa|4929616156036
American Express|346403519243025
MasterCard|5391149280813123
Visa|4716242100961
MasterCard|5132559812414519
American Express|340901974306753
American Express|343066150399555
American Express|378683780825193
MasterCard|5388131448020127
American Express|343339848960579
American Express|344628316048498
Visa|4716175302410
Visa|4539555139164
MasterCard|5160445607309392
Visa|4556436825746
MasterCard|5227404557669561
American Express|378372684005017
MasterCard|5207805324081969
MasterCard|5410175712721805
MasterCard|5226106118772625
Visa|4485228066683
American Express|372379377299258
Visa|4549344248598
MasterCard|5298400140004294
MasterCard|5527010248099303
American Express|374266954011503
MasterCard|5505254930456340
MasterCard|5291963504705753
MasterCard|5257902369311325
American Express|341721555892743
Visa|4485254692311
Visa|4532353695180
American Express|378945780476099
MasterCard|5433987576804524
MasterCard|5344908292570015
American Express|379788919611957
MasterCard|5413786546864681
American Express|376425220756154
Visa|4916316121675
MasterCard|5294979788509585
MasterCard|5559317077291344
American Express|378641743304698
MasterCard|5454184448780629
American Express|378677004138144
MasterCard|5483750660813655
American Express|373676182376133
American Express|376967966671683
American Express|377330392319964
MasterCard|5224973110902340
Visa|4485210998034
Visa|4556106837336
MasterCard|5395434979858274
American Express|348012613942081
MasterCard|5532785146587508
MasterCard|5140543152021837
MasterCard|5256491587779696
American Express|376348397461756
MasterCard|5156881134227689
American Express|347638338174237
Visa|4556939236953
Visa|4485220034176
American Express|344437597732436
American Express|348502148563337
MasterCard|5272550900365812
Visa|4539349220999
MasterCard|5224922718644309
MasterCard|5123924778226607
MasterCard|5557797352034489
MasterCard|5461203716483178
American Express|372201667735710
American Express|376822349687924
American Express|349926109839304
MasterCard|5446946518643536
MasterCard|5296818691049917
MasterCard|5467278653653482
MasterCard|5472543973507020
Visa|4532176774428
Visa|4929332772470
MasterCard|5173972896969896
MasterCard|5228689922892034
Visa|4539556317975
MasterCard|5255429557957604
American Express|379369513501348
MasterCard|5142575342263885
MasterCard|5472431845491286
MasterCard|5572932985926410
Visa|4716864989790
Visa|4485487402777
Visa|4716167577425
American Express|342037527670839
American Express|371195694523449
Visa|4532721865663
Visa|4024007132745
American Express|377960117236588
American Express|345688565006190
American Express|378098073506410
MasterCard|5571504147018104
MasterCard|5302955150947801
MasterCard|5301656681288092
Visa|4485825932303
MasterCard|5488076866311228
American Express|378333162755499
Visa|4024007130772
MasterCard|5133265824191686
American Express|346548903308220
Visa|4024007192178
American Express|371112006444719
American Express|379853412439957
Visa|4539701466313
American Express|372624134573093
American Express|349719879667959
American Express|379476659476118
American Express|374998707389980
Visa|4024007107754
Visa|4929213704063
American Express|377009028344295
Visa|4516233180398
Visa|4556209388138
Visa|4024007191436
MasterCard|5529071026156929
American Express|345278833222421
American Express|340551507279330
Visa|4485796524162
Visa|4299773385707
American Express|349437536585288
American Express|342840665960338
American Express|348342206526102
Visa|4929870487416
MasterCard|5540123996802191
American Express|344904958556720
American Express|345843918911139
MasterCard|5366545322141541
MasterCard|5259444191301867
American Express|379756238066898
Visa|4532846890901
MasterCard|5521282961541714
American Express|342679304464975
American Express|340314515895849
American Express|377688401780561
MasterCard|5557489782184650
MasterCard|5509523391030836
Visa|4024007155993
American Express|346825577802971
MasterCard|5313312958346843
Visa|4463490344872
Visa|4556695575321
American Express|377638556747170
Visa|4716484589277
Visa|4532891797555
Visa|4716757040578
Visa|4916796956681
MasterCard|5238727810961806
American Express|345474866610273
American Express|375280110273476
MasterCard|5522808033469663
MasterCard|5305139292733349
American Express|371579626218865
American Express|345000124976832
American Express|370212402361573
American Express|348875997526682
American Express|373151892915349
American Express|373676062845959
Visa|4532481298493
MasterCard|5587699699715289
MasterCard|5449558033930020
American Express|346039819207524
American Express|375147898096447
MasterCard|5385419386683292
MasterCard|5486353977270631
MasterCard|5185781334865186
American Express|374739521775958
MasterCard|5496821900637520
American Express|345805640913683
American Express|377314099591067
American Express|343400075249910
MasterCard|5263669487077409
Visa|4916834608419
American Express|370353455889548
MasterCard|5289601648100689
Visa|4929527268672
MasterCard|5579704434928179
American Express|348974721753603
MasterCard|5451747630486644
American Express|343805553438738
American Express|379240689352016
MasterCard|5105214416351435
MasterCard|5278787851019568
American Express|342956865521538
MasterCard|5442546776766641
American Express|370590563271461
American Express|343552974510220
MasterCard|5150101501576360
MasterCard|5582635744937952
Visa|4556538375020
Visa|4024007171396
Visa|4929666932815
MasterCard|5581635157302570
American Express|375027911532786
American Express|346303898915088
MasterCard|5472514564948295
American Express|370539779422863
American Express|348716891354237
Visa|4024007142553
MasterCard|5483441966254758
American Express|372697076274060
American Express|371335914273967
American Express|376727005567395
American Express|347210582302243
Visa|4556613494969
MasterCard|5457705072838171
American Express|378923074151587
MasterCard|5273329606227546
American Express|379422357689305
MasterCard|5484568326181088
Visa|4716240213733
MasterCard|5462011362360924
Visa|4716251472400
American Express|370360545487175
American Express|347933571654965
MasterCard|5522390794832173
American Express|347889889848907
MasterCard|5128350280672317
MasterCard|5123392411890058
American Express|375115222495734
MasterCard|5585653814892608
MasterCard|5263131604683882
Visa|4532485051609
American Express|342840425080195
American Express|377724767759038
MasterCard|5465912849649358
American Express|378066215516878
MasterCard|5561770605454709
American Express|342133917733087
Visa|4916186260967
MasterCard|5466566890627447
Visa|4532364944791
MasterCard|5135917410649695
MasterCard|5519114424810077
American Express|372489187440818
Visa|4539689800616
American Express|346051518758129
American Express|376016674744737
American Express|343452052832770
MasterCard|5163015901168393
Visa|4916683141561
MasterCard|5309823299148850
Visa|4556145954225
MasterCard|5490609270012036
MasterCard|5362539764538367
American Express|347891423416209
Visa|4485626329477
Visa|4485897689120
American Express|343987397578869
American Express|371713916227944
MasterCard|5593438479419305
MasterCard|5402712217487407
American Express|344182518893293
American Express|372638405168409
American Express|344732990283494
MasterCard|5526220796159315
American Express|372625461366647
American Express|346065350155590
MasterCard|5377100954602811
Visa|4556997402950
Visa|4532168467007
American Express|346496764256577
Visa|4929349297354
MasterCard|5384360298984215
MasterCard|5421872503087886
Visa|4485061367495
MasterCard|5497028956606339
American Express|341118026495372
MasterCard|5100913195254091
MasterCard|5534504653213301
Visa|4556943165172
American Express|346272396567792
MasterCard|5396295061386006
Visa|4929313070696
American Express|343688387151648
American Express|377048623081522
Visa|4443190303469
American Express|347806333857003
Visa|4716445157412
MasterCard|5181632408563013
MasterCard|5277222771899999
American Express|345035743848715
MasterCard|5268714352919080
Visa|4556918797918
American Express|346878409825322
Visa|4215720118900
MasterCard|5484337943453803
Visa|4916850496426
American Express|372141754358325
Visa|4929779804828
Visa|4024007179118
MasterCard|5457392576458176
American Express|348112168299257
MasterCard|5502099221578382
American Express|378146135416308
American Express|373820853615250
American Express|341903369525897
Visa|4485977294569
MasterCard|5348642334531711
Visa|4929333007397
Visa|4556935494440
American Express|372553198846832
MasterCard|5318888578096368
MasterCard|5442246077514697
American Express|375889730035469
American Express|379026910669447
Visa|4929997015181
MasterCard|5383439216820189
Visa|4929330289931
Visa|4024007170448
Visa|4929440080378
Visa|4532068271582
MasterCard|5560172655375374
Visa|4024007194968
American Express|373089860827320
Visa|4556838737861
American Express|370313854541967
MasterCard|5335460984824145
MasterCard|5141189531812642
MasterCard|5383878180387149
MasterCard|5339535210134868
Visa|4024007164821
Visa|4434300919583
American Express|376877091843174
MasterCard|5337405881005783
MasterCard|5213020449661057
American Express|370973808180905
Visa|4024007150929
Visa|4929296690643
American Express|370485748169559
Visa|4716321638436
Visa|4024007100031
Visa|4539863416452
MasterCard|5149637672945961
American Express|376116803948751
MasterCard|5123471527141356
American Express|341171950090784
Visa|4716048897943
American Express|346596006947212
MasterCard|5582237840748670
Visa|4485686849547
Visa|4532608560320
Visa|4556398831237
American Express|344483552357256
Visa|4532459200885
Visa|4916594773148
Visa|4238831807005
American Express|341208480223491
American Express|373198590274263
Visa|4532370095240
Visa|4929699056756
American Express|375821401166943
MasterCard|5263999491303206
Visa|4532295990103
MasterCard|5522864045094825
Visa|4532054799745
Visa|4716975223956
American Express|346771156601485
Visa|4916083884984
Visa|4916844567639
MasterCard|5507570132707786
American Express|379134628835035
Visa|4485843787531
American Express|374912338707221
American Express|346077980913991
Visa|4535870376184
MasterCard|5332202404315665
American Express|342779499316285
American Express|371665242568500
Visa|4532278290810
American Express|379153938121464
Visa|4539072607578
Visa|4532814049464
American Express|372029682928485
MasterCard|5282888594803013
Visa|4556194300270
Visa|4716816418690
MasterCard|5230098825552099
MasterCard|5310680419447027
Visa|4539704567828
MasterCard|5256960148215291
MasterCard|5205593473791230
American Express|349228469684945
Visa|4916485490349
American Express|379177229068365
Visa|4024007100841
Visa|4024007179738
Visa|4485519010887
Visa|4716614993258
Visa|4916571452880
Visa|4929077623482
American Express|375881727466336
MasterCard|5375189187309924
American Express|345157853905687
American Express|340971781229985
Visa|4929394127167
American Express|372019080768062
Visa|4186990432216
Visa|4539400527316
MasterCard|5408652789279549
MasterCard|5418132296584234
American Express|379485542713645
Visa|4716122980805
MasterCard|5293310336177934
American Express|341939329229980
MasterCard|5103836330227804
MasterCard|5326250400310055
MasterCard|5505110728507043
American Express|374155105993802
American Express|349876005602357
Visa|4929202693392
Visa|4919329709627
MasterCard|5436468180366041
Visa|4532117522803
MasterCard|5184110912417213
Visa|4556820678388
American Express|340683004523983
American Express|371831858790941
American Express|371964228082366
American Express|376026241900902
MasterCard|5495243109968096
MasterCard|5238216089648104
Visa|4716789402754
MasterCard|5432510880280388
MasterCard|5579105866761114
American Express|374431479951308
American Express|349351339601657
MasterCard|5132326049433096
MasterCard|5115874348737619
MasterCard|5393374510427563
Visa|4716355971133
Visa|4485229347454
MasterCard|5467220102281564
MasterCard|5534455683007694
Visa|4539619634937
American Express|372491250962991
MasterCard|5542747927818286
Visa|4024007111525
American Express|346714824831084
American Express|376478123907234
Visa|4788456110267
MasterCard|5508052361895904
MasterCard|5185427561747305
MasterCard|5557450080710828
American Express|373069564209314
MasterCard|5582596251488013
MasterCard|5434242782313053
Visa|4916926891527
Visa|4539056701371
American Express|374424367189040
American Express|342499726627533
MasterCard|5564038922681454
Visa|4319296307382
American Express|373921602170181
American Express|379764348154844
American Express|370843656270951
American Express|371326009146804
MasterCard|5247751579589672
American Express|372904394920618
American Express|379430082627920
American Express|348889715186109
American Express|349143975806082
American Express|378310999474130
MasterCard|5579239765942382
Visa|4532204509317
American Express|377775045486471
Visa|4532791556838
MasterCard|5197852989530650
MasterCard|5460240969078942
Visa|4532223718345
Visa|4556705196720
American Express|372625663178824
Visa|4716856539579
MasterCard|5306456809840642
MasterCard|5340383695508695
American Express|373460771148363
American Express|378497542097094
Visa|4024007175371
MasterCard|5568912224206754
Visa|4916197310959
American Express|344604669491734
MasterCard|5323351949072413
American Express|378702869091418
American Express|378365142223594
American Express|347345675279443
MasterCard|5226737586073854
Visa|4485440690039
Visa|4916192366691
American Express|344565959877199
Visa|4916626154994
MasterCard|5349158164854262
MasterCard|5443304409368008
American Express|378555480071304
American Express|371269294987617
MasterCard|5425016186071876
MasterCard|5332557974764885
American Express|377247025990237
MasterCard|5131332893718757
MasterCard|5101047571775236
Visa|4556829154464
Visa|4929614912950
Visa|4532766131112
American Express|378010672642660
American Express|346727192992122
MasterCard|5177915726100477
American Express|345719576272727
American Express|374196493141315
Visa|4556090177699
Visa|4929915945535
American Express|376923359247177
Visa|4485113363088
American Express|343179604286912
American Express|349953854805306
MasterCard|5457605543815396
MasterCard|5573189924489344
American Express|379686660645507
American Express|373149726319001
American Express|340491738089382
Visa|4929252205113
Visa|4556121691585
Visa|4532646553295
American Express|370904427747436
American Express|348967553943789
MasterCard|5199664832900727
American Express|340134887545065
MasterCard|5413542645921793
Visa|4532692210782
Visa|4539112400760
Visa|4929812851133
American Express|379975575951542
Visa|4916730496414
MasterCard|5188961644531432
MasterCard|5314693241442070
Visa|4532467840185
American Express|348705629058137
Visa|4532847951306
Visa|4485447887901
American Express|375695122795374
American Express|371702321041792
MasterCard|5131864480712819
Visa|4532839326541
American Express|376706573102744
MasterCard|5593744466896284
Visa|4716737898160
MasterCard|5453745527521711
American Express|349879618310293
American Express|345418215120229
Visa|4929723912206
American Express|379721667981322
American Express|345679908113017
MasterCard|5407086808752700
American Express|371061350212778
MasterCard|5125600236758369
Visa|4539336476216
MasterCard|5302075651151397
MasterCard|5572109225156427
American Express|374463306982586
American Express|344529499632910
American Express|376995437089482
Visa|4485121139108
American Express|343275624307272
American Express|345565373574207
Visa|4539518003788
MasterCard|5225921225286017
Visa|4929593866425
American Express|378322456366154
American Express|376091065708054
Visa|4556328986176
Visa|4916085873746
American Express|378494599592309
American Express|347344678198452
MasterCard|5585168778568227
Visa|4929289239820
Visa|4539047178770
American Express|379107292552714
MasterCard|5309753287540836
MasterCard|5126390796753849
Visa|4539378121407
Visa|4024007164904
MasterCard|5205654149420669
American Express|372106400140666
MasterCard|5317864438116572
American Express|379381832609116
Visa|4916013340537
American Express|378884300146769
American Express|346075750441847
Visa|4539455083942
MasterCard|5272554642192906
MasterCard|5597662447001152
American Express|348565536568978
MasterCard|5524052503238484
Visa|4929891518561
American Express|348576204147250
Visa|4716570374584
Visa|4556175955720
American Express|347097863221279
MasterCard|5290637161739542
Visa|4539136140574
American Express|379788735503776
American Express|370581191308452
American Express|343449467958414
Visa|4539269113109
Visa|4716903503859
Visa|4716368402043
MasterCard|5509526526583165
MasterCard|5279485952930010
American Express|349004289015036
MasterCard|5279750134178584
MasterCard|5296046792817731
American Express|342056170702780
American Express|378764446892999
American Express|341898605202386
Visa|4024007147347
Visa|4929445520162
MasterCard|5476287618451386
American Express|375874576292341
Visa|4539415305187
MasterCard|5186730943916046
American Express|374419588585513
Visa|4024007150663
Visa|4556198151018
American Express|373781592889244
Visa|4916103364298
American Express|371572624191127
MasterCard|5514373693604877
American Express|344978423542150
Visa|4532865270209
Visa|4916263930557
American Express|349397399521558
Visa|4024007113489
American Express|376067517048299
Visa|4024007139146
American Express|378537989920512
Visa|4716531096375
American Express|372723964723628
Visa|4539196049566
Visa|4716226374442
Visa|4539052423863
American Express|345913069029492
American Express|372712035575596
MasterCard|5227179112864788
American Express|347634428515454
American Express|379738986770111
American Express|348721434125177
MasterCard|5595918396875190
MasterCard|5202951201351326
MasterCard|5596543367647524
American Express|374826544721810
Visa|4539572259292
MasterCard|5561155296980503
MasterCard|5266402848301749
Visa|4929913906901
MasterCard|5302403871117487
MasterCard|5185585068273297
Visa|4485339283235
American Express|346750251402379
MasterCard|5157255868099839
Visa|4929372810032
Visa|4024007131929
Visa|4539900453401
Visa|4929027479860
Visa|4385268658243
MasterCard|5349951756643634
Visa|4556661964749
American Express|372184176452235
American Express|379966801390712
American Express|344736472004815
American Express|379396014190321
American Express|371716100111857
Visa|4471272710053
American Express|348262260894966
MasterCard|5168750867240340
Visa|4024007148410
American Express|372187974397304
MasterCard|5196495721244734
Visa|4024007169614
Visa|4539723074327
MasterCard|5500878773027316
MasterCard|5482661815495135
Visa|4716680106249
American Express|377392754587562
American Express|373396328728549
MasterCard|5232172943181533
Visa|4539190009475
MasterCard|5363354196564133
Visa|4485512964536
Visa|4485110792552
American Express|372061810191777
Visa|4929958920460
American Express|345611476050495
Visa|4070326855540
Visa|4321686153038
American Express|345037273839007
American Express|346031423559630
American Express|374689600335796
American Express|379153621037357
MasterCard|5137319837210839
American Express|345720326800650
Visa|4556680962120
American Express|345746319347227
Visa|4539277589530
American Express|344556954223299
Visa|4485722820510
American Express|379957222218855
MasterCard|5544641823364016
American Express|376292354277237
American Express|345978023758510
Visa|4024007151935
Visa|4916678515456
MasterCard|5166802300395843
American Express|340122889942414
American Express|343311939733884
Visa|4485255414160
American Express|341155311189658
American Express|377513121907833
MasterCard|5413299303800179
American Express|341683698301968
American Express|343306032485036
Visa|4071090049591
Visa|4024007199348
American Express|373465304236775
MasterCard|5482819773372973
American Express|374674372771022
Visa|4539590994847
American Express|348462994620576
American Express|376261907041788
American Express|378462154455931
MasterCard|5561897032481219
MasterCard|5190361619873719
American Express|373345720595063
MasterCard|5331044811777025
MasterCard|5488500808881154
MasterCard|5325076777458065
MasterCard|5312700807280620
Visa|4556743416296
American Express|349261958512889
MasterCard|5108361373762430
MasterCard|5303744817956937
MasterCard|5183240647913946
MasterCard|5154277487984889
Visa|4485970783220
American Express|347516709339078
Visa|4536522582518
MasterCard|5455764996295010
Visa|4532808459257
Visa|4024007101849
MasterCard|5341488232686828
Visa|4916726112579
Visa|4716580909221
American Express|345439711959878
MasterCard|5350467707630535
American Express|373729721075896
MasterCard|5194825572376122
American Express|373456448773401
Visa|4539258987844
American Express|347299321818601
Visa|4380028238287
American Express|373753572490954
MasterCard|5216748030197613
American Express|371084331035605
American Express|342717917752517
Visa|4716656920037
MasterCard|5115038904284867
American Express|375487961533045
American Express|377577905724557
MasterCard|5564338759278394
Visa|4916767010591
Visa|4556267514823
American Express|377036748775284
Visa|4929440390199
American Express|342572511715216
American Express|377007114780315
MasterCard|5597448257473818
Visa|4929956170613
Visa|4024007161538
Visa|4916693334438
Visa|4556678252708
Visa|4916083647191
MasterCard|5163250516849216
MasterCard|5386280697666684
Visa|4539557259689
Visa|4200864880564
Visa|4916763704841
MasterCard|5347485136781550
American Express|374165177335790
American Express|376185899361864
MasterCard|5157583054003442
American Express|371891562213879
American Express|347628361266463
MasterCard|5206386250834359
MasterCard|5549556378692600
MasterCard|5365246183249736
Visa|4539574115682
American Express|342290991745534
American Express|377345014562023
Visa|4916129168442
American Express|377355846109182
Visa|4556580703657
American Express|340448292484755
MasterCard|5275403273055387
MasterCard|5354770405062323
MasterCard|5142096384464091
Visa|4716713965306
Visa|4485039229389
MasterCard|5100876590614856
American Express|374421218646913
MasterCard|5348485793898472
MasterCard|5286573604907584
MasterCard|5311519848955870
Visa|4556751964567
American Express|348922321742013
American Express|348568092701736
MasterCard|5220571880469880
Visa|4532047994577
Visa|4556966957190
Visa|4415994606818
Visa|4556882281345
American Express|376661157374666
Visa|4716492758443
Visa|4929210373524
American Express|379221447954434
MasterCard|5210590214794302
Visa|4929605502059
Visa|4532364807592
American Express|340522199457815
MasterCard|5314078612269460
MasterCard|5300404259754059
Visa|4916360998481
MasterCard|5160602854747704
Visa|4929741853176
American Express|375436845061335
American Express|376120190433609
Visa|4556153876872
American Express|347271025544452
Visa|4485965080814
MasterCard|5489445496222502
MasterCard|5341622849244817
American Express|341549281866289
American Express|376233431159006
American Express|341719837970956
MasterCard|5528167071813652
MasterCard|5361659253784560
American Express|374620767792198
Visa|4716903185798
Visa|4024007173947
American Express|373462869063769
MasterCard|5504432686278370
Visa|4532690616113
Visa|4556977795811
Visa|4916649426858
American Express|349749735195275
MasterCard|5350125925569378
Visa|4485425335303
American Express|377699141492748
MasterCard|5310353732691255
Visa|4024007115120
American Express|347603700008785
MasterCard|5461493486178831
MasterCard|5128248250975076
American Express|345120884730631
American Express|349066254008577
American Express|374155601408321
American Express|377674738277943
MasterCard|5180825806279866
MasterCard|5141052407506807
Visa|4929856213778
American Express|371755777142258
Visa|4532937540985
American Express|340175131888959
American Express|379686776703943
American Express|377007418009783
Visa|4916269317528
MasterCard|5381972029889290
MasterCard|5590987866663845
MasterCard|5459984541556114
Visa|4716109603891
American Express|346157769275851
American Express|373724716399765
Visa|4556830312135
American Express|349192628466398
American Express|343327491015411
Visa|4916484988632
Visa|4485153442826
MasterCard|5100415160144802
MasterCard|5240887171470213
Visa|4929610097319
MasterCard|5197432561706729
American Express|341000576843195
American Express|377470924804917
American Express|379805568019926
American Express|371709289667294
Visa|4716094740914
American Express|375101381173213
Visa|4929563940085
American Express|377940599523190
American Express|377009992101242
MasterCard|5194003495415126
MasterCard|5280313123214238
MasterCard|5167068102582272
MasterCard|5394444803853954
Visa|4485748605341
Visa|4024007133347
American Express|348553082776898
American Express|372311787348219
Visa|4916856173664
American Express|342149898231255
American Express|372659361358248
American Express|348714460189902
MasterCard|5380536062052875
Visa|4556712082780
MasterCard|5271037899667458
Visa|4024007199215
American Express|372678931706686
MasterCard|5528658615517379
MasterCard|5210030471908709
American Express|347634436136418
Visa|4532428035644
American Express|343842641502621
American Express|342425512467842
MasterCard|5204590139996642
MasterCard|5411107717614148
Visa|4916913204791
Visa|4916337853801
Visa|4348600215643
Visa|4539353776753
MasterCard|5383463506676747
MasterCard|5300427904461994
Visa|4929551508688
MasterCard|5367986203207895
Visa|4024007117068
MasterCard|5520633711132629
MasterCard|5483688287522327
American Express|372515725316159
MasterCard|5108670874168396
American Express|373728675990308
Visa|4556252137168
MasterCard|5595927591028745
American Express|379519642568374
MasterCard|5195776284611885
American Express|371513600553492
American Express|347107648443898
Visa|4929731961831
Visa|4916473223074
Visa|4929450328048
American Express|345835083301831
American Express|373637564330858
MasterCard|5158449283082970
American Express|342204649031254
American Express|345008094880017
American Express|375165493416182
American Express|348888325071115
Visa|4539754471665
MasterCard|5453406457163442
American Express|344647410518859
Visa|4716725988049
MasterCard|5540323319372712
American Express|376625005274493
Visa|4485694167163
MasterCard|5272864059263235
American Express|347576904942944
Visa|4485833233801
American Express|342977774367953
Visa|4485034677038
American Express|372920797113676
American Express|370911514723733
Visa|4539814298611
Visa|4556710026763
MasterCard|5334571455820296
Visa|4556141530995
Visa|4929057939775
Visa|4024007160522
American Express|343868572705172
Visa|4716605562641
MasterCard|5575539026894452
MasterCard|5550039985436345
MasterCard|5105250696139538
American Express|346340598389024
Visa|4929204409870
Visa|4539200268558
American Express|374670717893034
MasterCard|5311543896023787
American Express|375950675487477
Visa|4539173386759
MasterCard|5378739002480537
Visa|4485663237419
American Express|372837494675452
American Express|372068771148753
Visa|4024007182344
MasterCard|5560975667478667
MasterCard|5319113897137960
American Express|340472126757947
Visa|4539789196634
MasterCard|5181272503188760
American Express|342058236063041
MasterCard|5158333622034829
Visa|4024007164763
Visa|4929674662685
American Express|341250220560741
Visa|4929978066245
American Express|374832190005649
American Express|349659105094646
MasterCard|5500337028481521
Visa|4929185813439
American Express|344656215034582
American Express|348420003115129
American Express|377090644204949
Visa|4916345735560
MasterCard|5317494613257130
Visa|4556984128030
MasterCard|5540672928472887
MasterCard|5364508564422633
American Express|349189313658503
American Express|373263333731118
Visa|4024007170604
American Express|376476701975748
Visa|4024007117803
Visa|4929667557371
American Express|377585426535600
MasterCard|5560222029550655
Visa|4024007133164
Visa|4024007130707
American Express|349494701153269
MasterCard|5285869252200277
Visa|4929565291552
American Express|370329554120696
American Express|341685549129811
MasterCard|5575915079475318
American Express|348150556041196
Visa|4764854078885
Visa|4556882108969
American Express|376920456248512
Visa|4716272181618
American Express|372919738702944
Visa|4485528522336
American Express|379458986497678
American Express|378506517327730
Visa|4929053300139
Visa|4539873770526
MasterCard|5321993979041545
MasterCard|5496658681795576
MasterCard|5401418751070747
American Express|378805418495988
American Express|345947277483349
MasterCard|5504084954101121
MasterCard|5123435315676964
American Express|348931914831612
American Express|376254325327087
MasterCard|5142034072524967
MasterCard|5187260781834126
MasterCard|5349104921727938
American Express|371483328619118
Visa|4586792407201
Visa|4916295092731
American Express|370207909213913
Visa|4526114997554
Visa|4716074413029
Visa|4929869521852
MasterCard|5582380385294021
Visa|4716763434245
American Express|374687124037583
MasterCard|5452256320603624
American Express|347831452680374
MasterCard|5570191880105511
MasterCard|5570190597308483
American Express|378222818411468
American Express|347287440899602
Visa|4532798954879
Visa|4024007196708
American Express|379738306214964
MasterCard|5577102455269106
American Express|370169527917053
MasterCard|5561957729789892
American Express|374895960026186
Visa|4024007174481
Visa|4290349607641
American Express|342997517313460
American Express|349425243435194
Visa|4539663110602
Visa|4916184640293
Visa|4485678336412
MasterCard|5501063581300465
MasterCard|5476660887554520
American Express|371130105813345
Visa|4556257281276
American Express|374338812754606
American Express|349426680017743
MasterCard|5550235150116197
MasterCard|5300077225325939
Visa|4916080579637
MasterCard|5278655175080394
Visa|4916681528025
MasterCard|5138124822505899
American Express|371727573933115
MasterCard|5445570927974745
Visa|4539333939406
MasterCard|5104364527968576
American Express|341048199052223
MasterCard|5192389818143921
American Express|340570044637719
Visa|4556940456749
American Express|344432114769649
Visa|4716248953009
Visa|4916561847388
American Express|372871895198996
MasterCard|5405360733860785
MasterCard|5111132721726152
MasterCard|5484573394975007
MasterCard|5511603345271763
MasterCard|5425008377011233
American Express|342264276672747
Visa|4916684606844
American Express|348441356008695
American Express|345324733679672
MasterCard|5123565673863463
Visa|4485036215506
